timestamp_ms,ax,ay,az,gx,gy,gz,label,segment_id,sample_index
1762637240483,-379,-182,780,6286,-31876,-6050,flick_right,3e1a6a5a,348
1762637240491,-348,-202,802,6000,-32768,-7160,flick_right,3e1a6a5a,349
1762637240493,-348,-202,802,6000,-32768,-7160,flick_right,3e1a6a5a,350
1762637240504,-229,-149,746,7263,-32768,-9403,flick_right,3e1a6a5a,351
1762637240507,-229,-149,746,7263,-32768,-9403,flick_right,3e1a6a5a,352
1762637240510,-179,-185,708,6089,-32768,-11041,flick_right,3e1a6a5a,353
1762637240513,-179,-185,708,6089,-32768,-11041,flick_right,3e1a6a5a,354
1762637240521,-94,-166,666,2631,-32768,-11983,flick_right,3e1a6a5a,355
1762637240524,-94,-166,666,2631,-32768,-11983,flick_right,3e1a6a5a,356
1762637240530,-82,-282,982,2032,-32768,-11380,flick_right,3e1a6a5a,357
1762637240533,-82,-282,982,2032,-32768,-11380,flick_right,3e1a6a5a,358
1762637240540,-32,-270,870,5,-32768,-9638,flick_right,3e1a6a5a,359
1762637240544,-32,-270,870,5,-32768,-9638,flick_right,3e1a6a5a,360
1762637240551,29,-267,935,1089,-32768,-9641,flick_right,3e1a6a5a,361
1762637240553,29,-267,935,1089,-32768,-9641,flick_right,3e1a6a5a,362
1762637240560,95,-282,1026,3884,-32768,-9737,flick_right,3e1a6a5a,363
1762637240563,95,-282,1026,3884,-32768,-9737,flick_right,3e1a6a5a,364
1762637240570,157,-301,1120,6622,-32768,-9534,flick_right,3e1a6a5a,365
1762637240573,157,-301,1120,6622,-32768,-9534,flick_right,3e1a6a5a,366
1762637240580,202,-338,1148,8287,-32768,-8423,flick_right,3e1a6a5a,367
1762637240584,202,-338,1148,8287,-32768,-8423,flick_right,3e1a6a5a,368
1762637240590,227,-302,1069,6681,-32768,-7698,flick_right,3e1a6a5a,369
1762637240593,227,-302,1069,6681,-32768,-7698,flick_right,3e1a6a5a,370
1762637240601,263,-289,1015,4388,-32768,-6875,flick_right,3e1a6a5a,371
1762637240606,263,-289,1015,4388,-32768,-6875,flick_right,3e1a6a5a,372
1762637240610,253,-309,1098,6202,-32768,-6301,flick_right,3e1a6a5a,373
1762637240613,253,-309,1098,6202,-32768,-6301,flick_right,3e1a6a5a,374
1762637240620,337,-264,1093,7654,-32768,-4768,flick_right,3e1a6a5a,375
1762637240623,337,-264,1093,7654,-32768,-4768,flick_right,3e1a6a5a,376
1762637240630,368,-221,1153,8122,-32768,-4516,flick_right,3e1a6a5a,377
1762637240634,368,-221,1153,8122,-32768,-4516,flick_right,3e1a6a5a,378
1762637240641,375,-199,1076,6903,-31301,-3490,flick_right,3e1a6a5a,379
1762637240644,375,-199,1076,6903,-31301,-3490,flick_right,3e1a6a5a,380
1762637240650,377,-159,1039,3493,-27586,-3208,flick_right,3e1a6a5a,381
1762637240654,377,-159,1039,3493,-27586,-3208,flick_right,3e1a6a5a,382
1762637240661,391,-161,1028,677,-23653,-3050,flick_right,3e1a6a5a,383
1762637240663,391,-161,1028,677,-23653,-3050,flick_right,3e1a6a5a,384
1762637240670,408,-174,968,-339,-20687,-2661,flick_right,3e1a6a5a,385
1762637240674,408,-174,968,-339,-20687,-2661,flick_right,3e1a6a5a,386
1762637240680,426,-176,968,161,-18728,-2284,flick_right,3e1a6a5a,387
1762637240683,426,-176,968,161,-18728,-2284,flick_right,3e1a6a5a,388
1762637240691,436,-174,968,122,-16740,-1852,flick_right,3e1a6a5a,389
1762637240694,436,-174,968,122,-16740,-1852,flick_right,3e1a6a5a,390
1762637240703,440,-162,955,-173,-14649,-1756,flick_right,3e1a6a5a,391
1762637240706,440,-162,955,-173,-14649,-1756,flick_right,3e1a6a5a,392
1762637240710,452,-148,936,-680,-12914,-1647,flick_right,3e1a6a5a,393
1762637240715,452,-148,936,-680,-12914,-1647,flick_right,3e1a6a5a,394
1762637240721,445,-129,883,-2539,-12148,-1983,flick_right,3e1a6a5a,395
1762637240724,445,-129,883,-2539,-12148,-1983,flick_right,3e1a6a5a,396
1762637240730,451,-125,859,-4758,-12098,-2557,flick_right,3e1a6a5a,397
1762637240733,451,-125,859,-4758,-12098,-2557,flick_right,3e1a6a5a,398
1762637240741,457,-139,864,-5593,-11539,-2594,flick_right,3e1a6a5a,399
1762637240744,457,-139,864,-5593,-11539,-2594,flick_right,3e1a6a5a,400
1762637240750,466,-153,872,-5768,-10821,-2690,flick_right,3e1a6a5a,401
1762637240753,466,-153,872,-5768,-10821,-2690,flick_right,3e1a6a5a,402
1762637240760,478,-183,901,-5718,-9438,-2710,flick_right,3e1a6a5a,403
1762637240763,478,-183,901,-5718,-9438,-2710,flick_right,3e1a6a5a,404
1762637240770,495,-197,900,-4874,-7409,-2428,flick_right,3e1a6a5a,405
1762637240773,495,-197,900,-4874,-7409,-2428,flick_right,3e1a6a5a,406
1762637240780,503,-203,883,-3742,-5573,-2154,flick_right,3e1a6a5a,407
1762637240785,503,-203,883,-3742,-5573,-2154,flick_right,3e1a6a5a,408
1762637240791,506,-211,865,-2988,-4041,-1570,flick_right,3e1a6a5a,409
1762637240793,506,-211,865,-2988,-4041,-1570,flick_right,3e1a6a5a,410
1762637240806,504,-206,889,-3008,-2379,-1287,flick_right,3e1a6a5a,411
1762637240814,504,-184,902,-3275,-730,-963,flick_right,3e1a6a5a,412
1762637240815,504,-206,889,-3008,-2379,-1287,flick_right,3e1a6a5a,413
1762637240820,504,-184,902,-3275,-730,-963,flick_right,3e1a6a5a,414
1762637240821,502,-191,880,-3130,240,-852,flick_right,3e1a6a5a,415
1762637240824,502,-191,880,-3130,240,-852,flick_right,3e1a6a5a,416
1762637240830,512,-195,855,-3009,946,-739,flick_right,3e1a6a5a,417
1762637240833,512,-195,855,-3009,946,-739,flick_right,3e1a6a5a,418
1762637240842,523,-206,835,-2031,1533,-293,flick_right,3e1a6a5a,419
1762637240844,523,-206,835,-2031,1533,-293,flick_right,3e1a6a5a,420
1762637240851,520,-216,840,-825,2246,-84,flick_right,3e1a6a5a,421
1762637240854,520,-216,840,-825,2246,-84,flick_right,3e1a6a5a,422
1762637240861,516,-212,837,411,3077,150,flick_right,3e1a6a5a,423
1762637240863,516,-212,837,411,3077,150,flick_right,3e1a6a5a,424
1762637240870,512,-209,847,1368,4001,222,flick_right,3e1a6a5a,425
1762637240874,512,-209,847,1368,4001,222,flick_right,3e1a6a5a,426
1762637240881,498,-205,855,1976,4481,214,flick_right,3e1a6a5a,427
1762637240884,498,-205,855,1976,4481,214,flick_right,3e1a6a5a,428
1762637240891,506,-197,867,1896,4958,239,flick_right,3e1a6a5a,429
1762637240893,506,-197,867,1896,4958,239,flick_right,3e1a6a5a,430
1762637240901,505,-202,892,1290,5523,400,flick_right,3e1a6a5a,431
1762637240903,505,-202,892,1290,5523,400,flick_right,3e1a6a5a,432
